mes,lote,cod_distrito,distrito,muebles_010,muebles_recog._programada,muebles_recog._en_calle,total_kg_recogida_de_muebles,residuos_varios_viapublica_resto,orgánica_hojas_y_ramas,envases,papel_y_cartón,varios_residuos_de_construcción_y_demolición,kg_recogida_residuos_viarios,nº_servicios_barrido_manual,nº_servicios_barrido_mantenimiento,nº_servicios_barrido_mecánico,nº_servicios_barrido_mixto,nº_servicios_baldeo_mecánico,nº_servicios_baldeo_mixto,nº_servicios_hidrolimpiador_manchas,nº_servicios_eliminación_grafitis,m2_eliminación_grafitis,ud_reposición_bolsas_caninas,año,mes_año
DICIEMBRE,2,3,RETIRO,23.64,11.82,3.94,39.4,230.94,76.709,600.0,16.7,124.92,449.869,523.0,352.0,8.0,89.0,0.0,237.0,19.0,321.0,2.931,358.15,2022,DICIEMBRE_2022
DICIEMBRE,2,4,SALAMANCA,20.878,2.86,5.682,29.42,7.58,58.5,6.4,0.0,425.33,497.81,678.0,481.0,0.0,189.0,0.0,317.0,30.0,304.0,1.419,415.1,2022,DICIEMBRE_2022
DICIEMBRE,2,5,CHAMARTÍN,13.78,9.72,3.98,27.48,127.42,131.69,0.0,0.0,507.58,766.69,633.0,378.0,0.0,90.0,1.0,464.0,21.0,151.0,1.404,456.07,2022,DICIEMBRE_2022
DICIEMBRE,3,8,FUENCARRAL,54.32,28.58,60.2,143.1,267.52,158.62,320.0,32.7,9.16,468.32,1.477,168.0,68.0,138.0,0.0,551.0,62.0,570.0,11.359,429.7,2022,DICIEMBRE_2022
DICIEMBRE,3,9,MONCLOA,12.88,12.76,55.18,80.82,168.14,169.019,0.0,15.4,0.0,352.559,1.112,234.0,68.0,188.0,0.0,553.0,62.0,378.0,3.579,243.24,2022,DICIEMBRE_2022
DICIEMBRE,3,10,LATINA,108.6,29.38,53.74,191.72,200.96,136.56,520.0,9.82,4.4,352.26,1.234,147.0,56.0,194.0,0.0,428.0,62.0,693.0,8.006,445.8,2022,DICIEMBRE_2022
DICIEMBRE,4,15,CIUDAD LINEAL,30.5,17.32,43.25,91.07,96.797,80.741,70.0,11.822,232.771,422.201,1.129,514.0,50.0,176.0,0.0,548.0,0.0,119.0,825.0,628.4,2022,DICIEMBRE_2022
DICIEMBRE,4,16,HORTALEZA,42.23,30.68,46.5,119.41,141.162,117.747,110.0,17.241,339.458,615.718,1.737,182.0,111.0,216.0,0.0,513.0,134.0,469.0,3.578,621.65,2022,DICIEMBRE_2022
DICIEMBRE,4,20,SAN BLAS,31.0,21.61,40.42,93.03,104.863,87.469,90.0,12.808,252.169,457.399,1.214,365.0,50.0,167.0,0.0,482.0,65.0,473.0,3.559,555.18,2022,DICIEMBRE_2022
DICIEMBRE,4,21,BARAJAS,17.51,10.95,29.23,57.69,60.498,50.463,50.0,7.389,145.482,263.882,584.0,110.0,24.0,112.0,0.0,187.0,0.0,119.0,828.0,430.65,2022,DICIEMBRE_2022
DICIEMBRE,5,13,PUENTE DE VALLECAS ,31.991,4.304,155.841,192.136,151.858,140.988,938.0,26.704,191.549,512.037,1.41,255.0,48.0,119.0,0.0,648.0,36.0,433.0,4.34,670.1,2022,DICIEMBRE_2022
DICIEMBRE,5,18,VILLA DE VALLECAS ,22.925,2.916,37.575,63.415,65.082,123.364,402.0,11.445,82.092,282.385,469.0,93.0,20.0,28.0,0.0,209.0,8.0,288.0,2.028,395.51,2022,DICIEMBRE_2022
DICIEMBRE,5,14,MORATALAZ,28.633,7.776,113.532,149.941,173.552,52.87,1.072,30.519,218.913,476.927,638.0,76.0,93.0,57.0,0.0,272.0,12.0,191.0,1.76,322.3,2022,DICIEMBRE_2022
DICIEMBRE,5,19,VICÁLVARO,8.783,1.944,39.883,50.61,43.388,35.247,268.0,7.63,54.728,141.261,530.0,130.0,35.0,45.0,0.0,286.0,6.0,109.0,516.0,360.4,2022,DICIEMBRE_2022
DICIEMBRE,6,11,CARABANCHEL,9.97,8.65,208.528,227.148,252.525,117.154,79.0,31.517,81.99,483.265,1.315,344.0,33.0,82.0,0.0,516.0,48.0,678.0,8.878,635.6,2022,DICIEMBRE_2022
DICIEMBRE,6,12,USERA,5.892,5.112,123.221,134.225,149.219,69.228,47.0,18.624,48.448,285.566,989.0,273.0,31.0,48.0,0.0,357.0,54.0,385.0,3.017,378.9,2022,DICIEMBRE_2022
DICIEMBRE,6,17,VILLAVERDE,6.798,5.898,142.179,154.875,172.176,79.878,54.0,21.489,55.902,329.499,1.189,319.0,32.0,55.0,0.0,432.0,39.0,164.0,970.0,419.06,2022,DICIEMBRE_2022
ENERO,1,1,CENTRO ,36.75,16.4,3.39,56.54,572.56,8.06,2.7,17.42,55.86,656.6,1.317,1.608,104.0,91.0,0.0,463.0,83.0,1.161,7.077,855.1,2023,ENERO_2023
ENERO,1,6,TETUÁN,21.8,17.13,38.93,77.86,404.62,12.26,220.0,3.62,5.18,425.9,745.0,332.0,115.0,393.0,7.0,143.0,62.0,857.0,8.452,511.0,2023,ENERO_2023
ENERO,1,7,CHAMBERÍ,52.78,4.65,6.55,63.98,260.22,34.54,320.0,1.66,9.3,306.04,631.0,270.0,12.0,308.0,2.0,216.0,51.0,258.0,1.244,409.4,2023,ENERO_2023
ENERO,2,2,ARGANZUELA,9.74,10.36,20.06,40.16,150.8,38.18,0.0,1.16,98.44,288.58,852.0,277.0,12.0,101.0,0.0,263.0,36.0,451.0,6.597,417.0,2023,ENERO_2023
ENERO,2,3,RETIRO,47.22,41.544,13.848,102.612,83.088,7.02,0.0,14.06,94.52,198.688,532.0,369.0,26.0,70.0,0.0,245.0,21.0,196.0,1.268,361.2,2023,ENERO_2023
ENERO,2,4,SALAMANCA,21.44,12.135,4.945,38.52,359.14,2.9,0.0,2.1,16.18,380.32,689.0,501.0,5.0,76.0,0.0,335.0,33.0,402.0,2.041,412.0,2023,ENERO_2023
ENERO,2,5,CHAMARTÍN,8.9,3.1,2.02,14.02,104.82,2.36,0.0,0.0,355.52,462.7,715.0,354.0,6.0,48.0,0.0,494.0,19.0,437.0,3.756,459.2,2023,ENERO_2023
ENERO,3,8,FUENCARRAL,47.4,29.54,56.64,133.58,133.38,38.949,0.0,27.8,47.9,248.029,1.476,177.0,85.0,99.0,0.0,565.0,62.0,342.0,4.97,426.6,2023,ENERO_2023
ENERO,3,9,MONCLOA,36.72,4.9,22.78,64.4,81.02,70.46,0.0,11.76,16.16,179.4,1.11,240.0,78.0,90.0,0.0,560.0,62.0,269.0,2.546,242.78,2023,ENERO_2023
ENERO,3,10,LATINA,72.22,26.64,57.38,156.24,93.0,43.94,720.0,6.54,26.44,170.64,1.235,150.0,34.0,107.0,0.0,438.0,62.0,487.0,10.501,445.8,2023,ENERO_2023
ENERO,4,15,CIUDAD LINEAL,30.387,23.48,38.54,92.407,94.445,15.975,85.0,23.04,169.848,303.393,1.072,499.0,31.0,80.0,0.0,536.0,0.0,577.0,5.892,622.6,2023,ENERO_2023
ENERO,4,16,HORTALEZA,48.619,37.568,61.664,147.851,151.112,25.56,136.0,36.864,271.756,485.428,1.697,177.0,117.0,120.0,0.0,529.0,137.0,124.0,1.263,625.05,2023,ENERO_2023
ENERO,4,20,SAN BLAS,24.31,18.784,30.832,73.926,75.556,12.78,68.0,18.432,135.878,242.714,1.195,359.0,30.0,102.0,0.0,476.0,58.0,34.0,490.0,551.28,2023,ENERO_2023
ENERO,4,21,BARAJAS,18.232,14.088,23.124,55.444,56.667,9.585,51.0,13.824,101.909,182.036,569.0,108.0,13.0,40.0,0.0,190.0,0.0,16.0,369.0,422.95,2023,ENERO_2023
ENERO,5,13,PUENTE DE VALLECAS,17.725,5.479,164.633,187.837,127.943,34.876,2.563,25.115,302.082,492.579,1.865,241.0,48.0,244.0,0.0,181.0,35.0,857.0,10.317,666.87,2023,ENERO_2023
ENERO,5,18,VILLA DE VALLECAS,8.257,4.476,64.795,77.528,49.792,12.141,1.322,18.06,173.808,255.123,815.0,68.0,94.0,98.0,0.0,74.0,13.0,73.0,541.0,396.48,2023,ENERO_2023
ENERO,5,14,MORATALAZ,7.596,2.991,42.486,53.073,35.547,25.829,777.0,8.611,95.178,165.942,582.0,85.0,20.0,96.0,0.0,59.0,8.0,165.0,1.873,317.95,2023,ENERO_2023
ENERO,5,19,VICÁLVARO,5.064,1.994,28.324,35.382,23.698,8.094,518.0,5.974,63.452,101.736,614.0,123.0,33.0,145.0,0.0,70.0,6.0,86.0,902.0,358.3,2023,ENERO_2023
ENERO,6,11,CARABANCHEL,7.493,8.58,197.754,213.827,182.741,14.467,35.0,30.457,129.404,357.104,1.522,365.0,44.0,83.0,0.0,538.0,51.0,568.0,7.581,640.9,2023,ENERO_2023
ENERO,6,12,USERA,4.428,5.07,116.854,126.352,107.983,8.549,21.0,17.997,76.466,211.016,998.0,287.0,47.0,52.0,0.0,343.0,53.0,320.0,2.832,369.69,2023,ENERO_2023
ENERO,6,17,VILLAVERDE,5.109,5.85,134.832,145.791,124.596,9.864,24.0,20.766,88.23,243.48,1.21,376.0,67.0,63.0,0.0,442.0,32.0,97.0,893.0,422.47,2023,ENERO_2023
FEBRERO,1,1,CENTRO ,38.84,17.33,3.58,59.75,536.8,1.14,4.38,15.84,7.96,566.12,1.121,1.45,93.0,57.0,0.0,443.0,76.0,902.0,6.733,866.3,2023,FEBRERO_2023
FEBRERO,1,6,TETUÁN,21.64,14.42,36.06,72.12,351.02,0.0,120.0,3.0,0.0,354.14,622.0,278.0,108.0,155.0,9.0,156.0,52.0,109.0,810.0,509.1,2023,FEBRERO_2023
FEBRERO,1,7,CHAMBERÍ,47.84,4.24,5.2,57.28,206.88,1.84,200.0,2.86,10.74,222.52,516.0,244.0,9.0,158.0,0.0,237.0,43.0,402.0,3.086,411.6,2023,FEBRERO_2023
FEBRERO,2,2,ARGANZUELA,2.28,7.9,36.76,46.94,124.5,0.0,0.0,4.62,104.47,233.59,754.0,215.0,16.0,46.0,0.0,273.0,36.0,174.0,2.744,428.2,2023,FEBRERO_2023
FEBRERO,2,3,RETIRO,23.736,11.868,3.956,39.56,96.5,0.0,940.0,11.12,79.45,188.01,477.0,311.0,31.0,27.0,0.0,225.0,20.0,244.0,1.633,360.5,2023,FEBRERO_2023
FEBRERO,2,4,SALAMANCA,15.565,4.315,840.0,20.72,290.36,4.62,340.0,7.18,75.56,378.06,609.0,448.0,5.0,20.0,0.0,316.0,27.0,46.0,517.0,418.5,2023,FEBRERO_2023
FEBRERO,2,5,CHAMARTÍN,9.96,11.9,2.58,24.44,120.8,0.0,0.0,0.0,149.04,269.84,760.0,349.0,1.0,36.0,0.0,447.0,10.0,109.0,1.657,451.7,2023,FEBRERO_2023
FEBRERO,3,8,FUENCARRAL,30.54,46.76,79.389,156.689,140.12,0.0,0.0,20.28,77.206,237.606,1.332,160.0,80.0,172.0,0.0,512.0,56.0,422.0,6.711,433.7,2023,FEBRERO_2023
FEBRERO,3,9,MONCLOA,34.42,12.38,9.92,56.72,77.36,1.76,0.0,11.12,51.54,141.78,1.004,216.0,74.0,185.0,0.0,508.0,56.0,328.0,3.525,248.9,2023,FEBRERO_2023
FEBRERO,3,10,LATINA,97.2,47.24,77.38,221.82,91.92,0.0,1.02,9.66,38.1,140.7,1.114,136.0,26.0,185.0,0.0,396.0,56.0,689.0,9.03,455.1,2023,FEBRERO_2023
FEBRERO,4,15,CIUDAD LINEAL,37.818,25.974,43.128,106.92,92.871,1.884,54.0,21.789,169.791,286.389,1.066,462.0,23.0,104.0,0.0,522.0,0.0,215.0,2.506,633.45,2023,FEBRERO_2023
FEBRERO,4,16,HORTALEZA,44.121,30.303,50.316,124.74,108.35,2.198,63.0,25.421,198.09,334.121,1.659,173.0,112.0,120.0,0.0,512.0,140.0,488.0,6.281,638.1,2023,FEBRERO_2023
FEBRERO,4,20,SAN BLAS,25.212,17.316,28.752,71.28,61.914,1.256,36.0,14.526,113.194,190.926,1.182,327.0,28.0,99.0,0.0,471.0,48.0,438.0,4.38,566.35,2023,FEBRERO_2023
FEBRERO,4,21,BARAJAS,18.909,12.987,21.564,53.46,46.436,942.0,27.0,10.895,84.896,143.195,574.0,104.0,12.0,40.0,0.0,184.0,0.0,103.0,702.0,433.1,2023,FEBRERO_2023
FEBRERO,5,13,PUENTE DE VALLECAS ,15.871,6.874,161.781,184.526,79.698,728.0,336.0,24.845,217.468,323.075,1.481,216.0,33.0,219.0,0.0,250.0,31.0,345.0,2.779,676.17,2023,FEBRERO_2023
FEBRERO,5,18,VILLA DE VALLECAS ,18.138,7.856,77.75,103.744,37.512,273.0,384.0,17.68,162.82,218.669,677.0,60.0,87.0,88.0,0.0,91.0,12.0,173.0,1.546,402.4,2023,FEBRERO_2023
FEBRERO,5,14,MORATALAZ,6.802,2.946,47.906,57.654,23.442,637.0,144.0,8.505,76.058,108.786,483.0,76.0,19.0,61.0,0.0,72.0,8.0,43.0,1.143,322.8,2023,FEBRERO_2023
FEBRERO,5,19,VICÁLVARO,4.535,1.964,31.938,38.436,15.628,182.0,96.0,5.67,50.705,72.281,509.0,108.0,31.0,125.0,0.0,98.0,4.0,137.0,1.688,365.9,2023,FEBRERO_2023
FEBRERO,6,11,CARABANCHEL,9.249,7.744,188.5,205.493,146.368,0.0,112.0,30.712,83.3,260.492,1.291,313.0,32.0,74.0,0.0,501.0,23.0,893.0,11.447,655.6,2023,FEBRERO_2023
FEBRERO,6,12,USERA,5.465,4.576,111.386,121.427,91.48,0.0,70.0,18.148,52.062,161.76,825.0,251.0,43.0,46.0,0.0,317.0,30.0,176.0,1.911,374.7,2023,FEBRERO_2023
FEBRERO,6,17,VILLAVERDE,6.306,5.28,128.523,140.109,128.072,0.0,98.0,20.94,72.887,221.997,1.018,325.0,60.0,57.0,0.0,408.0,19.0,235.0,2.858,429.15,2023,FEBRERO_2023
MARZO,1,1,CENTRO ,41.6,18.56,3.84,64.0,619.64,0.0,6.72,15.3,19.78,661.44,1.084,1.596,105.0,31.0,0.0,657.0,84.0,1.037,5.42,876.1,2023,MARZO_2023
MARZO,1,6,TETUÁN,28.48,18.99,47.48,94.95,300.58,0.0,140.0,5.14,2.28,308.14,691.0,333.0,125.0,107.0,15.0,379.0,60.0,550.0,5.285,515.7,2023,MARZO_2023
MARZO,1,7,CHAMBERÍ,44.72,3.3,4.12,52.14,299.7,0.0,160.0,3.36,4.88,308.1,522.0,271.0,11.0,116.0,0.0,381.0,56.0,242.0,1.133,422.0,2023,MARZO_2023
MARZO,2,2,ARGANZUELA,10.52,7.82,35.34,53.68,167.968,1.58,0.0,3.72,107.4,280.668,823.0,275.0,16.0,55.0,0.0,308.0,43.0,383.0,4.849,415.0,2023,MARZO_2023
MARZO,2,3,RETIRO,27.84,13.92,4.64,46.4,170.24,0.0,1.56,22.04,13.5,207.34,531.0,368.0,32.0,30.0,0.0,248.0,21.0,103.0,634.0,338.7,2023,MARZO_2023
MARZO,2,4,SALAMANCA,15.115,12.225,5.22,32.56,384.27,0.0,540.0,5.54,46.0,436.35,668.0,496.0,4.0,22.0,1.0,352.0,32.0,312.0,970.0,423.9,2023,MARZO_2023
MARZO,2,5,CHAMARTÍN,14.22,8.86,4.36,27.44,90.02,0.0,0.0,0.0,214.38,304.4,913.0,419.0,2.0,43.0,0.0,506.0,10.0,471.0,3.861,468.0,2023,MARZO_2023
MARZO,3,8,FUENCARRAL,44.506,24.14,81.109,149.755,104.34,0.0,260.0,20.92,63.84,189.36,1.471,175.0,83.0,171.0,0.0,569.0,31.0,184.0,3.442,424.5,2023,MARZO_2023
MARZO,3,9,MONCLOA,33.76,21.48,10.96,66.2,120.42,0.0,0.0,12.2,42.74,175.36,1.103,239.0,75.0,169.0,0.0,567.0,31.0,203.0,2.525,251.0,2023,MARZO_2023
MARZO,3,10,LATINA,125.28,31.4,81.5,238.18,120.46,0.0,780.0,11.12,27.82,160.18,1.229,147.0,31.0,175.0,0.0,445.0,31.0,908.0,17.433,462.7,2023,MARZO_2023
MARZO,4,15,CIUDAD LINEAL,41.172,29.318,49.659,120.149,117.216,0.0,80.0,24.45,192.197,333.943,1.105,512.0,22.0,87.0,0.0,580.0,0.0,529.0,3.094,640.1,2023,MARZO_2023
MARZO,4,16,HORTALEZA,48.034,34.204,57.936,140.173,136.752,0.0,90.0,28.525,224.23,389.597,1.741,190.0,123.0,131.0,0.0,566.0,155.0,152.0,2.283,644.7,2023,MARZO_2023
MARZO,4,20,SAN BLAS,34.31,24.431,41.383,100.124,97.68,0.0,65.0,20.375,160.164,278.284,1.215,366.0,31.0,110.0,0.0,520.0,62.0,51.0,881.0,575.1,2023,MARZO_2023
MARZO,4,21,BARAJAS,13.724,9.773,16.553,40.05,39.072,0.0,25.0,8.15,64.066,111.313,591.0,111.0,13.0,44.0,0.0,203.0,0.0,27.0,285.0,436.6,2023,MARZO_2023
MARZO,5,13,PUENTE DE VALLECAS ,21.584,8.232,186.184,216.0,69.727,0.0,665.0,33.45,189.305,293.147,1.44,237.0,36.0,114.0,0.0,605.0,36.0,392.0,4.465,664.1,2023,MARZO_2023
MARZO,5,18,VILLA DE VALLECAS ,14.668,9.408,104.924,129.0,79.688,0.0,760.0,16.8,216.348,313.596,651.0,66.0,83.0,69.0,0.0,236.0,13.0,152.0,1.193,445.6,2023,MARZO_2023
MARZO,5,14,MORATALAZ,9.25,3.528,56.222,69.0,29.883,0.0,285.0,10.05,81.131,212.349,480.0,85.0,8.0,27.0,0.0,185.0,8.0,209.0,2.253,359.5,2023,MARZO_2023
MARZO,5,19,VICÁLVARO,6.167,2.352,37.481,46.0,19.922,0.0,190.0,6.7,54.087,80.899,534.0,117.0,25.0,60.0,0.0,232.0,5.0,68.0,463.0,375.0,2023,MARZO_2023
MARZO,6,11,CARABANCHEL,10.771,11.475,219.718,241.964,172.674,0.0,70.0,36.696,83.576,293.016,1.532,370.0,46.0,87.0,0.0,570.0,48.0,665.0,7.748,639.4,2023,MARZO_2023
MARZO,6,12,USERA,6.365,6.781,129.834,142.98,102.034,0.0,42.0,21.684,49386.0,173.146,977.0,297.0,50.0,55.0,0.0,359.0,54.0,289.0,3.108,359.9,2023,MARZO_2023
MARZO,6,17,VILLAVERDE,7.344,7.824,149.808,164.976,117.732,0.0,48.0,25.02,56.984,199.784,1.203,384.0,60.0,69.0,0.0,464.0,50.0,55.0,481.0,424.0,2023,MARZO_2023
ABRIL,1,1,CENTRO ,41.38,18.46,3.82,63.66,571.98,0.0,6.28,13.46,15.76,607.48,966.0,1.54,95.0,82.0,0.0,777.0,78.0,744.0,4.154,823.1,2023,ABRIL_2023
ABRIL,1,6,TETUÁN,28.13,18.75,46.88,93.76,372.16,0.0,320.0,8.54,0.0,381.02,580.0,320.0,100.0,211.0,1.0,421.0,60.0,98.0,2.611,499.6,2023,ABRIL_2023
ABRIL,1,7,CHAMBERÍ,34.02,3.45,4.82,42.29,246.58,0.0,240.0,2.14,0.0,248.96,505.0,260.0,12.0,166.0,0.0,403.0,60.0,237.0,904.0,403.0,2023,ABRIL_2023
ABRIL,2,2,ARGANZUELA,6.32,10.02,35.56,51.9,184.14,0.0,0.0,2.32,122.46,308.92,789.0,249.0,16.0,79.0,0.0,278.0,41.0,227.0,2.399,422.0,2023,ABRIL_2023
ABRIL,2,3,RETIRO,21.888,10.944,3.648,36.48,164.74,0.0,800.0,14.1,36.2,215.84,529.0,359.0,15.0,55.0,0.0,240.0,32.0,173.0,1.307,343.5,2023,ABRIL_2023
ABRIL,2,4,SALAMANCA,10.67,4.905,3.805,19.38,356.4,0.0,240.0,2.96,22.46,382.06,655.0,485.0,3.0,66.0,0.0,329.0,40.0,83.0,628.0,409.5,2023,ABRIL_2023
ABRIL,2,5,CHAMARTÍN,13.64,7.22,2.56,23.42,30.24,160.0,0.0,0.0,294.58,324.98,842.0,385.0,0.0,91.0,0.0,468.0,27.0,130.0,684.0,448.5,2023,ABRIL_2023
ABRIL,3,8,FUENCARRAL,44.0,40.96,61.67,146.63,160.33,5.08,280.0,18.88,123.68,308.25,1.484,147.0,82.0,109.0,0.0,526.0,30.0,368.0,3.953,421.2,2023,ABRIL_2023
ABRIL,3,9,MONCLOA,43.22,7.84,12.3,63.36,116.36,0.0,640.0,9.88,87.45,214.33,1.151,178.0,78.0,96.0,0.0,524.0,30.0,254.0,3.045,234.6,2023,ABRIL_2023
ABRIL,3,10,LATINA,144.74,35.26,72.64,252.64,124.34,0.0,660.0,8.7,70.162,203.862,1.218,150.0,30.0,96.0,0.0,410.0,30.0,713.0,13.446,447.6,2023,ABRIL_2023
ABRIL,4,15,CIUDAD LINEAL,45.15,37.449,58.122,140.721,114.168,0.0,110.0,27.426,279.291,420.995,1.093,499.0,18.0,73.0,0.0,534.0,0.0,253.0,2.886,618.6,2023,ABRIL_2023
ABRIL,4,16,HORTALEZA,52.675,43.691,67.809,164.175,133.196,0.0,130.0,31.997,325.84,491.163,1.696,185.0,114.0,111.0,0.0,503.0,150.0,425.0,3.851,621.3,2023,ABRIL_2023
ABRIL,4,20,SAN BLAS,37.625,31.208,48.435,117.268,95.14,0.0,90.0,22.855,232.743,350.828,1.204,344.0,30.0,90.0,0.0,467.0,60.0,352.0,3.016,563.65,2023,ABRIL_2023
ABRIL,4,21,BARAJAS,15.05,12.483,19.374,46.907,38.056,0.0,30.0,9.142,93.097,140.325,565.0,96.0,15.0,37.0,0.0,180.0,0.0,105.0,1.147,441.1,2023,ABRIL_2023
ABRIL,5,13,PUENTE DE VALLECAS ,20.505,9.577,148.413,178.495,128.846,0.0,168.0,30.65,302.804,462.468,1.504,245.0,46.0,139.0,0.0,647.0,33.0,371.0,3.587,655.34,2023,ABRIL_2023
ABRIL,5,18,VILLA DE VALLECAS ,12.006,5.588,138.186,155.78,50.824,0.0,192.0,15.699,131.776,198.491,678.0,70.0,90.0,83.0,0.0,254.0,13.0,203.0,1.48,317.4,2023,ABRIL_2023
ABRIL,5,14,MORATALAZ,12.002,3.033,51.82,66.855,35.934,0.0,72.0,9.454,86.916,132.376,508.0,86.0,8.0,52.0,0.0,198.0,7.0,56.0,549.0,392.1,2023,ABRIL_2023
ABRIL,5,19,VICÁLVARO,8.001,2.022,34.547,44.57,23.956,0.0,48.0,6.405,57.944,88.353,557.0,129.0,31.0,61.0,0.0,272.0,7.0,161.0,1.117,351.4,2023,ABRIL_2023
ABRIL,6,11,CARABANCHEL,7.894,9.434,232.91,250.238,194.33,0.0,53.0,30.382,79.288,304.053,1.423,354.0,36.0,74.0,0.0,522.0,48.0,598.0,9.414,641.1,2023,ABRIL_2023
ABRIL,6,12,USERA,4.664,5.574,137.628,147.866,114.832,0.0,31.0,17.953,46.852,179.668,936.0,282.0,42.0,48.0,0.0,354.0,60.0,266.0,4.231,361.3,2023,ABRIL_2023
ABRIL,6,17,VILLAVERDE,5.382,6.432,158.802,170.616,132.498,0.0,36.0,20.715,54.06,207.309,1.143,360.0,55.0,52.0,0.0,426.0,48.0,282.0,2.673,411.28,2023,ABRIL_2023
MAYO,1,1,CENTRO ,43.41,19.37,4.0,66.78,605.02,0.0,5.66,12.56,4.16,627.4,954.0,1.588,100.0,93.0,0.0,796.0,82.0,734.0,5.026,871.1,2023,MAYO_2023
MAYO,1,6,TETUÁN,30.57,20.38,50.95,101.9,408.48,0.0,500.0,7.22,1.32,417.52,584.0,322.0,104.0,217.0,0.0,428.0,60.0,519.0,2.854,501.4,2023,MAYO_2023
MAYO,1,7,CHAMBERÍ,45.2,2.98,4.97,53.15,302.11,0.0,680.0,4.16,0.0,306.95,497.0,271.0,20.0,173.0,0.0,450.0,62.0,238.0,661.0,418.0,2023,MAYO_2023
MAYO,2,2,ARGANZUELA,2.42,9.46,33.89,45.77,148.78,0.0,0.0,3.82,101.53,254.13,895.0,229.0,11.0,111.0,0.0,304.0,44.0,215.0,2.13,422.9,2023,MAYO_2023
MAYO,2,3,RETIRO,29.976,14.988,4.996,49.96,216.52,0.0,880.0,15.06,20.42,252.88,614.0,364.0,21.0,81.0,0.0,248.0,52.0,59.0,1.047,371.4,2023,MAYO_2023
MAYO,2,4,SALAMANCA,14.49,14.72,6.41,35.62,310.43,0.0,0.0,0.0,66.22,376.65,750.0,519.0,0.0,95.0,0.0,352.0,50.0,270.0,1.548,413.1,2023,MAYO_2023
MAYO,2,5,CHAMARTÍN,11.6,5.26,2.88,19.74,3.1,0.0,5.28,0.0,376.08,384.46,922.0,422.0,0.0,136.0,0.0,505.0,49.0,367.0,3.37,448.5,2023,MAYO_2023
MAYO,3,8,FUENCARRAL,43.78,42.26,55.08,141.12,127.7,9.12,0.0,20.82,69.34,226.98,1.496,188.0,80.0,125.0,0.0,586.0,62.0,198.0,1.967,429.1,2023,MAYO_2023
MAYO,3,9,MONCLOA,65.2,30.36,11.32,106.88,169.52,30.14,0.0,10.52,53.94,264.12,1.204,249.0,77.0,103.0,0.0,575.0,62.0,215.0,1.995,246.5,2023,MAYO_2023
MAYO,3,10,LATINA,131.88,45.58,86.15,263.61,146.3,62.7,1.54,8.68,39.5,258.72,1.256,158.0,35.0,106.0,0.0,443.0,62.0,690.0,16.066,469.6,2023,MAYO_2023
MAYO,4,15,CIUDAD LINEAL,37.086,202.932,52.447,292.465,107.568,0.0,630.0,27.99,205.55,341.738,1.111,527.0,20.0,80.0,0.0,563.0,0.0,413.0,2.767,641.8,2023,MAYO_2023
MAYO,4,16,HORTALEZA,43.267,236.754,61.188,341.209,125.496,0.0,735.0,32.655,239.808,398.694,1.745,181.0,118.0,120.0,0.0,539.0,155.0,129.0,1.424,642.2,2023,MAYO_2023
MAYO,4,20,SAN BLAS,30.905,169.11,43.706,243.721,89.64,0.0,525.0,23.325,171.291,284.781,1.228,355.0,31.0,100.0,0.0,497.0,60.0,66.0,636.0,565.4,2023,MAYO_2023
MAYO,4,21,BARAJAS,12.362,67.644,17.482,97.488,35.856,0.0,210.0,9.33,68.517,113.913,575.0,100.0,15.0,40.0,0.0,193.0,0.0,26.0,240.0,433.9,2023,MAYO_2023
MAYO,5,13,PUENTE DE VALLECAS ,29.501,9.303,158.001,196.805,136.943,0.0,266.0,32.978,313.742,483.929,1.531,237.0,49.0,122.0,0.0,703.0,35.0,510.0,4.673,674.0,2023,MAYO_2023
MAYO,5,18,VILLA DE VALLECAS ,33.715,10.632,127.001,171.348,58.792,0.0,304.0,17.332,144.276,220.704,709.0,66.0,101.0,73.0,0.0,275.0,12.0,189.0,1.982,320.4,2023,MAYO_2023
MAYO,5,14,MORATALAZ,12.643,3.987,57.0,73.631,39.147,0.0,114.0,10.062,91.604,140.927,537.0,85.0,13.0,48.0,0.0,218.0,9.0,235.0,1.994,402.1,2023,MAYO_2023
MAYO,5,19,VICÁLVARO,8.429,2.658,38.0,49.087,26.098,0.0,76.0,6.708,61.069,93.951,569.0,117.0,38.0,66.0,0.0,276.0,6.0,135.0,807.0,362.0,2023,MAYO_2023
MAYO,6,11,CARABANCHEL,6.494,7.647,246.836,260.977,207.002,0.0,52.0,29.027,106.405,342.486,1.479,360.0,41.0,83.0,0.0,549.0,51.0,739.0,6.106,671.2,2023,MAYO_2023
MAYO,6,12,USERA,3.838,4.519,145.857,154.214,122.32,0.0,30.0,17.259,62.876,202.485,959.0,290.0,46.0,51.0,0.0,363.0,61.0,247.0,1.671,369.6,2023,MAYO_2023
MAYO,6,17,VILLAVERDE,4.428,5.214,168.297,177.939,141.138,0.0,38.0,19.914,72.549,233.639,1.166,372.0,58.0,62.0,0.0,448.0,50.0,57.0,1.081,429.8,2023,MAYO_2023
JUNIO,1,1,CENTRO ,49.27,21.98,4.55,75.8,632.38,0.0,4.2,15.26,39.66,691.5,926.0,1.388,101.0,45.0,0.0,772.0,96.0,739.0,6.23,841.3,2023,JUNIO_2023
