mes,lote,cod_distrito,distrito,muebles_010,muebles_recog._programada,muebles_recog._en_calle,total_kg_recogida_de_muebles,residuos_varios_viapublica_resto,orgánica_hojas_y_ramas,envases,papel_y_cartón,varios_residuos_de_construcción_y_demolición,kg_recogida_residuos_viarios,nº_servicios_barrido_manual,nº_servicios_barrido_mantenimiento,nº_servicios_barrido_mecánico,nº_servicios_barrido_mixto,nº_servicios_baldeo_mecánico,nº_servicios_baldeo_mixto,nº_servicios_hidrolimpiador_manchas,nº_servicios_eliminación_grafitis,m2_eliminación_grafitis,ud_reposición_bolsas_caninas,año,mes_año
NOVIEMBRE,5,18,VILLA DE VALLECAS ,12.178,7.144,70.107,89.429,173.368,41.031,142.0,15.76,23.192,253.493,529.0,87.0,25.0,121.0,0.0,203.0,8.0,89.0,824.0,338.1,2023,NOVIEMBRE_2023
NOVIEMBRE,5,14,MORATALAZ,9.254,2.679,51.29,63.223,105.638,95.739,72.0,7.785,16.197,225.431,682.0,69.0,124.0,116.0,0.0,252.0,12.0,176.0,1.664,404.2,2023,NOVIEMBRE_2023
NOVIEMBRE,5,19,VICÁLVARO,6.17,1.786,42.527,50.482,87.092,27.354,48.0,5.19,10.798,130.482,557.0,120.0,49.0,98.0,0.0,266.0,6.0,86.0,442.0,361.8,2023,NOVIEMBRE_2023
NOVIEMBRE,6,11,CARABANCHEL,6.556,10.296,256.766,273.618,199.584,88.88,106.0,30.263,64.786,383.619,1.477,302.0,57.0,287.0,0.0,514.0,47.0,629.0,6.446,648.6,2023,NOVIEMBRE_2023
NOVIEMBRE,6,12,USERA,3.874,6.084,151.726,161.684,117.936,52.52,62.0,17.883,38.282,226.683,985.0,221.0,50.0,185.0,0.0,343.0,51.0,198.0,2.518,364.9,2023,NOVIEMBRE_2023
NOVIEMBRE,6,17,VILLAVERDE,4.47,7.02,175.068,186.558,136.08,60.6,72.0,20.634,44.172,261.558,1.143,356.0,70.0,193.0,0.0,428.0,48.0,147.0,1.404,479.2,2023,NOVIEMBRE_2023
DICIEMBRE,1,1,CENTRO ,42.0,18.74,3.88,64.62,682.44,52.06,5.92,10.02,7.7,758.14,1.077,1.849,98.0,138.0,0.0,695.0,80.0,603.0,3.805,765.2,2023,DICIEMBRE_2023
DICIEMBRE,1,6,TETUÁN,16.92,25.4,42.32,84.64,466.6,47.48,80.0,3.48,0.0,517.64,663.0,331.0,103.0,408.0,0.0,219.0,62.0,154.0,743.0,455.9,2023,DICIEMBRE_2023
DICIEMBRE,1,7,CHAMBERÍ,45.4,3.41,4.77,53.58,288.48,83.7,300.0,2.06,0.0,374.54,584.0,269.0,46.0,319.0,0.0,260.0,61.0,217.0,604.0,361.5,2023,DICIEMBRE_2023
DICIEMBRE,2,2,ARGANZUELA,7.4,15.28,35.9,58.58,314.412,81.98,3.44,3.58,960.0,404.372,815.0,158.0,8.0,99.0,0.0,273.0,39.0,228.0,1.301,294.1,2023,DICIEMBRE_2023
DICIEMBRE,2,3,RETIRO,27.228,13.614,4.538,45.38,252.8,20.36,780.0,15.92,0.0,289.86,410.0,325.0,3.0,80.0,0.0,217.0,41.0,291.0,2.057,333.6,2023,DICIEMBRE_2023
DICIEMBRE,2,4,SALAMANCA,10.126,8.52,3.394,22.04,438.56,117.21,360.0,1.66,0.0,557.79,516.0,398.0,12.0,134.0,0.0,329.0,56.0,95.0,696.0,489.1,2023,DICIEMBRE_2023
DICIEMBRE,2,5,CHAMARTÍN,26.72,21.0,7.4,55.12,266.72,132.98,480.0,29.88,64.4,494.46,765.0,286.0,0.0,110.0,0.0,475.0,51.0,81.0,659.0,384.6,2023,DICIEMBRE_2023
DICIEMBRE,3,8,FUENCARRAL,80.84,39.86,61.12,181.82,358.52,130.18,0.0,36.1,0.0,524.8,1.573,150.0,80.0,154.0,0.0,546.0,62.0,283.0,4.701,394.3,2023,DICIEMBRE_2023
DICIEMBRE,3,9,MONCLOA,29.66,51.97,11.94,93.57,207.56,70.0,0.0,16.52,0.0,294.08,1.204,181.0,79.0,141.0,0.0,546.0,62.0,230.0,1.567,181.3,2023,DICIEMBRE_2023
DICIEMBRE,3,10,LATINA,75.56,82.2,89.36,247.12,244.44,120.28,1.24,8.7,0.0,374.66,1.251,151.0,34.0,152.0,0.0,425.0,62.0,343.0,3.65,425.4,2023,DICIEMBRE_2023
DICIEMBRE,4,15,CIUDAD LINEAL,51.66,30.415,72.842,154.917,334.775,133.448,60.0,57.603,5.565,531.451,1.131,504.0,3.0,132.0,0.0,343.0,0.0,147.0,1.224,609.9,2023,DICIEMBRE_2023
DICIEMBRE,4,16,HORTALEZA,44.28,26.07,62.436,132.786,286.95,114.384,55.0,49.374,4.77,455.533,1.725,182.0,127.0,204.0,0.0,358.0,122.0,301.0,5.057,603.4,2023,DICIEMBRE_2023
DICIEMBRE,4,20,SAN BLAS,36.9,21.725,52.03,110.655,239.125,95.32,45.0,41.145,3.975,379.61,1.247,349.0,31.0,292.0,0.0,236.0,60.0,347.0,3.536,536.3,2023,DICIEMBRE_2023
DICIEMBRE,4,21,BARAJAS,14.76,8.69,20.812,44.262,95.65,38.128,20.0,16.458,1.59,151.846,566.0,103.0,17.0,66.0,0.0,98.0,0.0,104.0,1.106,405.8,2023,DICIEMBRE_2023
DICIEMBRE,5,13,PUENTE DE VALLECAS ,19.982,8.328,204.105,232.415,413.376,144.956,680.0,33.106,46.871,638.989,1.529,258.0,106.0,438.0,0.0,353.0,34.0,186.0,1.488,616.0,2023,DICIEMBRE_2023
DICIEMBRE,5,18,VILLA DE VALLECAS ,13.194,5.232,84.334,102.76,183.144,49.671,220.0,21.764,21.424,276.223,541.0,89.0,14.0,172.0,0.0,93.0,7.0,186.0,1.688,319.7,2023,DICIEMBRE_2023
DICIEMBRE,5,14,MORATALAZ,6.635,2.712,57.688,67.035,114.304,103.399,180.0,10.974,13.659,242.516,667.0,72.0,88.0,181.0,0.0,144.0,12.0,23.0,129.0,394.0,2023,DICIEMBRE_2023
DICIEMBRE,5,19,VICÁLVARO,4.424,1.808,38.459,44.69,84.536,33.114,120.0,7.316,9.106,134.192,556.0,127.0,33.0,151.0,0.0,175.0,8.0,132.0,1.189,355.1,2023,DICIEMBRE_2023
DICIEMBRE,6,11,CARABANCHEL,7.128,8.388,256.158,271.674,268.794,128.618,26.0,37.08,25.497,460.015,1.583,315.0,43.0,310.0,0.0,466.0,42.0,418.0,4.082,611.7,2023,DICIEMBRE_2023
DICIEMBRE,6,12,USERA,3.96,4.66,142.31,150.93,149.33,71.455,20.0,20.6,14.165,255.57,1.074,227.0,42.0,209.0,0.0,313.0,59.0,166.0,1.449,355.1,2023,DICIEMBRE_2023
DICIEMBRE,6,17,VILLAVERDE,4.752,5.592,170.772,181.116,179.196,85.745,24.0,24.72,16.998,306.683,1.259,303.0,63.0,228.0,0.0,381.0,46.0,229.0,2.531,463.8,2023,DICIEMBRE_2023
ENERO,1,1,CENTRO ,35.115,15.66,3.245,54.02,602.32,17.14,14.82,12.511,14.54,661.331,1.082,1.695,110.0,82.0,0.0,711.0,87.0,759.0,3.774,827.4,2024,ENERO_2024
ENERO,1,6,TETUÁN,22.77,13.51,36.28,72.56,388.5,34.64,660.0,4.4,0.0,428.2,672.0,344.0,125.0,238.0,0.0,341.0,64.0,346.0,1.689,507.5,2024,ENERO_2024
ENERO,1,7,CHAMBERÍ,58.97,4.8,6.85,70.62,274.48,19.14,460.0,2.74,0.0,296.82,523.0,271.0,53.0,176.0,2.0,398.0,62.0,351.0,2.845,401.6,2024,ENERO_2024
ENERO,2,2,ARGANZUELA,10.54,14.64,37.68,62.86,256.4,32.48,1.62,3.127,0.0,293.627,819.0,204.0,3.0,69.0,0.0,281.0,42.0,157.0,1.155,401.9,2024,ENERO_2024
ENERO,2,3,RETIRO,28.788,14.394,4.798,47.98,206.128,22.34,500.0,15.4,0.0,244.368,483.0,357.0,26.0,54.0,0.0,236.0,46.0,149.0,910.0,358.4,2024,ENERO_2024
ENERO,2,4,SALAMANCA,11.67,8.62,2.15,22.44,412.86,23.02,400.0,3.5,0.0,439.78,664.0,493.0,18.0,69.0,0.0,350.0,61.0,108.0,410.0,411.3,2024,ENERO_2024
ENERO,2,5,CHAMARTÍN,22.52,12.88,8.76,44.16,218.96,38.26,1.36,28.187,35.5,322.267,805.0,259.0,0.0,77.0,0.0,487.0,52.0,233.0,1.741,450.2,2024,ENERO_2024
ENERO,3,8,FUENCARRAL,82.08,55.42,39.87,177.37,238.16,40.3,0.0,34.98,17.12,330.56,1.495,177.0,89.0,99.0,0.0,584.0,62.0,211.0,2.879,417.6,2024,ENERO_2024
ENERO,3,9,MONCLOA,3.02,6.5,3.5,13.02,24.48,8.9,0.0,17.52,3.36,54.26,1.132,241.0,86.0,85.0,0.0,579.0,62.0,228.0,2.308,235.4,2024,ENERO_2024
ENERO,3,10,LATINA,134.9,70.98,108.12,314.0,232.54,60.16,1.02,8.2,0.0,301.92,1.251,150.0,28.0,88.0,0.0,449.0,62.0,264.0,3.544,438.1,2024,ENERO_2024
ENERO,4,15,CIUDAD LINEAL,48.286,34.118,70.378,152.782,297.458,49.574,52.0,42.658,9.513,399.255,1.11,516.0,4.0,119.0,0.0,449.0,0.0,142.0,1.07,622.6,2024,ENERO_2024
ENERO,4,16,HORTALEZA,41.388,29.244,60.324,130.956,254.964,42.492,48.0,36.564,8.154,342.222,1.73,179.0,142.0,156.0,0.0,461.0,124.0,183.0,1.986,609.3,2024,ENERO_2024
ENERO,4,20,SAN BLAS,34.49,24.37,50.27,109.13,212.47,35.41,40.0,30.47,6.795,285.185,1.218,361.0,33.0,143.0,0.0,419.0,62.0,121.0,916.0,546.2,2024,ENERO_2024
ENERO,4,21,BARAJAS,13.796,9.748,20.108,43.652,84.988,14.164,20.0,12.188,2.718,114.078,580.0,115.0,13.0,54.0,0.0,260.0,0.0,74.0,1.193,417.1,2024,ENERO_2024
ENERO,5,13,PUENTE DE VALLECAS,20.131,6.636,200.394,227.161,379.509,55.936,245.0,31.049,45.881,512.62,1.472,237.0,93.0,270.0,0.0,545.0,35.0,346.0,2.627,661.2,2024,ENERO_2024
ENERO,5,18,VILLA DE VALLECAS,13.007,7.584,99.736,120.326,112.296,20.976,280.0,14.871,21.364,169.787,525.0,85.0,20.0,76.0,0.0,187.0,8.0,117.0,634.0,311.1,2024,ENERO_2024
ENERO,5,14,MORATALAZ,8.628,2.844,58.026,69.497,98.361,48.944,105.0,9.571,13.449,170.43,667.0,97.0,95.0,128.0,0.0,232.0,14.0,92.0,1.202,392.2,2024,ENERO_2024
ENERO,5,19,VICÁLVARO,5.752,1.896,38.684,46.332,65.574,13.984,70.0,6.218,8.966,94.812,554.0,117.0,35.0,90.0,0.0,245.0,5.0,48.0,303.0,344.3,2024,ENERO_2024
ENERO,6,11,CARABANCHEL,5.861,10.815,248.951,265.627,222.578,48.365,114.0,31.002,38.79,340.85,1.587,449.0,65.0,188.0,0.0,589.0,70.0,252.0,3.002,628.9,2024,ENERO_2024
ENERO,6,12,USERA,3.463,6.391,147.107,156.961,131.524,28.579,68.0,18.32,22.922,201.412,938.0,265.0,38.0,111.0,0.0,348.0,42.0,165.0,1.268,361.6,2024,ENERO_2024
ENERO,6,17,VILLAVERDE,3.996,7.374,169.739,181.109,151.758,32.976,78.0,21.138,26.448,232.398,1.082,306.0,44.0,128.0,0.0,401.0,48.0,178.0,2.941,415.8,2024,ENERO_2024
FEBRERO,1,1,CENTRO ,41.495,18.515,3.84,63.85,580.04,2.2,7.4,10.43,5.88,605.95,902.0,1.479,100.0,29.0,0.0,741.0,79.0,1.02,5.513,842.8,2024,FEBRERO_2024
FEBRERO,1,6,TETUÁN,29.42,19.62,49.04,98.08,386.44,0.0,560.0,3.285,0.0,390.285,564.0,311.0,113.0,66.0,0.0,414.0,58.0,276.0,1.122,522.5,2024,FEBRERO_2024
FEBRERO,1,7,CHAMBERÍ,48.67,5.15,6.18,60.0,277.68,3.32,180.0,3.659,0.0,284.839,467.0,253.0,50.0,50.0,0.0,432.0,58.0,170.0,1.019,414.5,2024,FEBRERO_2024
FEBRERO,2,2,ARGANZUELA,8.84,5.96,42.96,57.76,257.39,4.9,740.0,1.2,0.0,264.23,783.0,155.0,4.0,54.0,0.0,287.0,43.0,260.0,1.23,412.3,2024,FEBRERO_2024
FEBRERO,2,3,RETIRO,32.28,16.14,5.38,53.8,181.54,0.0,540.0,11.885,0.0,193.965,478.0,332.0,31.0,36.0,0.0,221.0,45.0,143.0,869.0,371.7,2024,FEBRERO_2024
FEBRERO,2,4,SALAMANCA,11.335,11.73,4.635,27.7,368.79,0.0,260.0,2.12,9.04,380.21,624.0,464.0,27.0,21.0,0.0,328.0,58.0,159.0,896.0,427.3,2024,FEBRERO_2024
FEBRERO,2,5,CHAMARTÍN,53.52,12.36,5.84,71.72,232.38,6.6,260.0,24.371,17.0,280.611,735.0,236.0,0.0,52.0,0.0,456.0,44.0,203.0,1.769,469.4,2024,FEBRERO_2024
FEBRERO,3,8,FUENCARRAL,52.24,61.12,109.68,223.04,243.9,0.0,0.0,28.08,18.62,290.6,1.404,137.0,81.0,59.0,0.0,543.0,58.0,290.0,4.076,447.1,2024,FEBRERO_2024
FEBRERO,3,9,MONCLOA,0.0,0.0,0.0,0.0,0.0,5.7,0.0,7.38,0.0,13.08,1.096,165.0,79.0,46.0,0.0,537.0,58.0,205.0,1.977,254.3,2024,FEBRERO_2024
FEBRERO,3,10,LATINA,130.88,81.18,84.12,296.18,163.18,12.28,1.02,5.52,19.48,201.48,1.15,141.0,28.0,50.0,0.0,416.0,58.0,366.0,5.331,458.0,2024,FEBRERO_2024
FEBRERO,4,15,CIUDAD LINEAL,44.401,33.201,74.368,151.97,226.85,0.0,130.0,35.483,34.174,296.637,1.034,483.0,4.0,84.0,0.0,539.0,0.0,158.0,1.51,643.1,2024,FEBRERO_2024
FEBRERO,4,16,HORTALEZA,38.058,28.458,63.744,130.26,194.0,0.0,110.0,30.414,29.292,253.816,1.613,171.0,130.0,126.0,0.0,526.0,116.0,229.0,2.012,638.4,2024,FEBRERO_2024
FEBRERO,4,20,SAN BLAS,31.715,23.715,53.12,108.55,162.2,0.0,90.0,25.345,24.41,212.045,1.133,341.0,30.0,105.0,0.0,483.0,58.0,118.0,1.317,565.8,2024,FEBRERO_2024
FEBRERO,4,21,BARAJAS,12.686,9.486,21.248,43.42,67.6,0.0,30.0,10.138,9.764,87.532,544.0,108.0,12.0,42.0,0.0,189.0,0.0,63.0,311.0,428.3,2024,FEBRERO_2024
FEBRERO,5,13,PUENTE DE VALLECAS ,19.01,8.295,213.027,240.332,344.573,2.888,182.0,22.941,84.115,454.699,1.312,223.0,47.0,124.0,0.0,593.0,33.0,283.0,3.157,683.8,2024,FEBRERO_2024
FEBRERO,5,18,VILLA DE VALLECAS ,12.583,9.48,94.745,116.808,104.512,1.083,208.0,12.29,42.56,160.653,434.0,79.0,19.0,18.0,0.0,201.0,8.0,143.0,875.0,324.2,2024,FEBRERO_2024
FEBRERO,5,14,MORATALAZ,7.719,3.555,56.154,67.428,89.817,2.527,78.0,7.046,25.335,124.803,593.0,91.0,89.0,43.0,0.0,253.0,12.0,127.0,1.399,404.6,2024,FEBRERO_2024
FEBRERO,5,19,VICÁLVARO,5.146,2.37,37.436,44.952,59.878,722.0,52.0,4.698,16.89,82.24,492.0,111.0,32.0,32.0,0.0,258.0,5.0,114.0,3.532,358.3,2024,FEBRERO_2024
FEBRERO,6,11,CARABANCHEL,7.236,13.716,257.863,278.815,182.542,0.0,126.0,31.707,73.755,288.13,1.389,335.0,42.0,79.0,0.0,537.0,50.0,322.0,3.677,653.8,2024,FEBRERO_2024
FEBRERO,6,12,USERA,4.02,7.62,143.258,154.898,101.413,0.0,70.0,17.615,40.975,160.073,881.0,269.0,26.0,50.0,0.0,335.0,56.0,209.0,1.672,377.7,2024,FEBRERO_2024
FEBRERO,6,17,VILLAVERDE,4.824,9.144,171.909,185.877,121.695,0.0,84.0,21.138,49.17,192.087,1.102,348.0,54.0,59.0,0.0,436.0,50.0,182.0,2.305,437.5,2024,FEBRERO_2024
MARZO,1,1,CENTRO ,43.94,19.605,4.055,67.6,653.1,2.08,6.84,3.74,24.38,690.14,1.002,1.582,101.0,31.0,0.0,797.0,81.0,731.0,4.823,841.9,2024,MARZO_2024
MARZO,1,6,TETUÁN,30.71,20.47,51.18,102.36,404.32,0.0,220.0,2.06,0.0,406.6,600.0,331.0,107.0,84.0,0.0,438.0,62.0,295.0,1.164,528.9,2024,MARZO_2024
MARZO,1,7,CHAMBERÍ,44.74,3.65,4.73,53.12,294.66,0.0,420.0,1.46,0.0,296.54,505.0,269.0,50.0,64.0,0.0,458.0,62.0,214.0,838.0,418.8,2024,MARZO_2024
MARZO,2,2,ARGANZUELA,1.58,7.84,67.66,77.08,277.58,3.58,1.48,4.69,0.0,287.33,814.0,171.0,0.0,45.0,0.0,293.0,38.0,223.0,1.865,415.8,2024,MARZO_2024
MARZO,2,3,RETIRO,30.192,15.096,5.032,50.32,200.18,0.0,460.0,10.16,525.0,211.325,510.0,360.0,31.0,40.0,0.0,237.0,47.0,189.0,1.064,376.1,2024,MARZO_2024
MARZO,2,4,SALAMANCA,12.485,18.17,7.105,37.76,37.76,0.0,480.0,3.06,9.4,50.7,675.0,496.0,12.0,19.0,0.0,347.0,60.0,133.0,490.0,433.3,2024,MARZO_2024
MARZO,2,5,CHAMARTÍN,37.0,16.88,5.46,59.34,264.96,0.0,520.0,21.38,34.88,321.74,685.0,248.0,0.0,41.0,0.0,495.0,36.0,204.0,1.156,472.6,2024,MARZO_2024
MARZO,3,8,FUENCARRAL,57.86,52.12,93.4,203.38,308.34,0.0,0.0,31.06,32.9,372.3,1.449,176.0,85.0,57.0,0.0,544.0,62.0,259.0,3.23,452.6,2024,MARZO_2024
MARZO,3,9,MONCLOA,2.5,12.14,17.84,32.48,27.54,21.8,0.0,6.86,0.0,56.2,1.085,237.0,79.0,45.0,0.0,544.0,62.0,320.0,5.129,260.7,2024,MARZO_2024
MARZO,3,10,LATINA,67.34,85.04,109.88,262.26,158.42,0.0,960.0,6.12,16.72,182.22,1.215,150.0,30.0,51.0,0.0,430.0,62.0,582.0,6.1,463.9,2024,MARZO_2024
MARZO,4,15,CIUDAD LINEAL,53.768,32.191,71.781,157.74,248.792,0.0,88.0,34.969,50.646,334.496,1.13,515.0,4.0,76.0,0.0,556.0,0.0,197.0,2.001,647.9,2024,MARZO_2024
MARZO,4,16,HORTALEZA,42.698,25.564,57.002,125.264,197.57,0.0,70.0,27.77,40.219,265.629,1.739,186.0,128.0,114.0,0.0,525.0,124.0,274.0,3.045,642.7,2024,MARZO_2024
MARZO,4,20,SAN BLAS,39.535,23.67,52.78,115.985,182.935,0.0,65.0,25.713,37.24,245.953,1.244,359.0,37.0,95.0,0.0,487.0,62.0,147.0,1.406,569.4,2024,MARZO_2024
MARZO,4,21,BARAJAS,22.14,13.255,29.557,64.952,102.444,0.0,36.0,14.399,20.854,137.734,589.0,112.0,16.0,39.0,0.0,188.0,0.0,68.0,373.0,431.3,2024,MARZO_2024
MARZO,5,13,PUENTE DE VALLECAS ,27.933,9.969,228.862,266.764,375.718,0.0,0.0,27.768,98.264,501.75,1.415,242.0,50.0,112.0,0.0,625.0,34.0,492.0,6.02,689.1,2024,MARZO_2024
MARZO,5,18,VILLA DE VALLECAS ,12.637,6.036,100.843,119.516,129.392,0.0,0.0,18.878,48.016,196.286,471.0,84.0,18.0,17.0,0.0,209.0,8.0,126.0,608.0,328.6,2024,MARZO_2024
MARZO,5,14,MORATALAZ,8.114,3.201,65.941,77.256,101.022,0.0,0.0,9.329,29.256,139.607,637.0,98.0,92.0,44.0,0.0,269.0,13.0,175.0,1.28,409.5,2024,MARZO_2024
MARZO,5,19,VICÁLVARO,5.409,2.134,43.961,51.504,67.348,0.0,0.0,6.22,19.504,93.072,536.0,122.0,33.0,31.0,0.0,274.0,7.0,86.0,892.0,363.9,2024,MARZO_2024
MARZO,6,11,CARABANCHEL,5.119,8.633,238.279,252.031,138.053,0.0,43.0,21.262,46.123,205.481,1.472,366.0,38.0,81.0,0.0,544.0,50.0,341.0,3.999,658.6,2024,MARZO_2024
MARZO,6,12,USERA,4.835,8.153,225.041,238.029,130.383,0.0,41.0,20.08,43.561,194.065,960.0,281.0,44.0,50.0,0.0,365.0,60.0,213.0,1.505,381.5,2024,MARZO_2024
MARZO,6,17,VILLAVERDE,4.266,7.194,198.566,210.026,115.044,0.0,36.0,17.718,38.436,171.234,1.178,373.0,56.0,56.0,0.0,443.0,47.0,207.0,3.621,445.1,2024,MARZO_2024
ABRIL,1,1,CENTRO ,39.305,17.535,3.63,60.47,624.0,0.0,8.78,24.015,26.52,683.315,928.0,1.53,104.0,66.0,0.0,766.0,82.0,640.0,3.401,843.4,2024,ABRIL_2024
ABRIL,1,6,TETUÁN,30.16,20.12,50.28,100.56,419.84,0.0,140.0,1.881,0.0,421.861,584.0,322.0,118.0,156.0,0.0,428.0,60.0,308.0,1.223,523.3,2024,ABRIL_2024
ABRIL,1,7,CHAMBERÍ,49.02,5.32,6.24,60.58,248.32,0.0,400.0,1.96,0.0,250.68,483.0,262.0,53.0,133.0,0.0,443.0,60.0,137.0,1.286,420.7,2024,ABRIL_2024
ABRIL,2,2,ARGANZUELA,3.42,12.12,60.18,75.72,289.56,8.46,1.04,2.26,0.0,301.32,779.0,130.0,9.0,83.0,0.0,281.0,44.0,226.0,1.354,417.9,2024,ABRIL_2024
ABRIL,2,3,RETIRO,31.8,15.9,5.3,53.0,205.14,0.0,560.0,11.986,0.0,217.686,437.0,311.0,20.0,48.0,0.0,208.0,44.0,181.0,723.0,373.4,2024,ABRIL_2024
ABRIL,2,4,SALAMANCA,13.525,14.46,6.175,34.16,358.98,2.18,500.0,2.82,19.66,384.14,644.0,480.0,4.0,52.0,1.0,340.0,56.0,120.0,1.186,436.6,2024,ABRIL_2024
ABRIL,2,5,CHAMARTÍN,28.3,24.28,5.2,57.78,259.66,0.0,540.0,21.408,55.85,337.458,711.0,267.0,0.0,76.0,0.0,485.0,45.0,167.0,1.538,471.4,2024,ABRIL_2024
ABRIL,3,8,FUENCARRAL,71.72,51.1,83.64,206.46,314.22,52.32,0.0,30.52,9.76,406.82,1.448,141.0,87.0,78.0,0.0,560.0,60.0,286.0,3.596,455.1,2024,ABRIL_2024
ABRIL,3,9,MONCLOA,55.24,2.22,17.96,75.42,13.76,54.44,400.0,2.82,0.0,71.42,1.131,172.0,77.0,65.0,0.0,551.0,60.0,177.0,2.372,269.4,2024,ABRIL_2024
ABRIL,3,10,LATINA,124.06,30.44,93.34,247.84,189.06,31.1,840.0,8.66,0.0,229.66,1.187,145.0,27.0,68.0,0.0,431.0,60.0,331.0,3.872,460.6,2024,ABRIL_2024
ABRIL,4,15,CIUDAD LINEAL,44.676,31.389,82.47,158.535,247.135,0.0,140.0,33.34,76.582,357.197,1.067,502.0,5.0,99.0,0.0,566.0,0.0,149.0,1.202,649.6,2024,ABRIL_2024
ABRIL,4,16,HORTALEZA,35.478,24.926,65.491,125.896,196.254,0.0,110.0,26.476,60.815,283.655,1.675,174.0,139.0,168.0,0.0,556.0,120.0,239.0,3.414,647.7,2024,ABRIL_2024
ABRIL,4,20,SAN BLAS,32.85,23.08,60.64,116.57,181.717,0.0,100.0,24.515,56.31,262.642,1.175,351.0,30.0,158.0,0.0,512.0,60.0,151.0,1.38,572.6,2024,ABRIL_2024
ABRIL,4,21,BARAJAS,18.396,12.925,33.958,65.279,101.761,0.0,50.0,13.728,31.534,147.073,570.0,112.0,12.0,54.0,0.0,200.0,0.0,84.0,381.0,428.3,2024,ABRIL_2024
ABRIL,5,13,PUENTE DE VALLECAS ,23.569,9.009,217.955,250.533,397.296,0.0,0.0,22.121,109.501,528.918,1.355,230.0,60.0,179.0,0.0,599.0,34.0,306.0,3.537,674.5,2024,ABRIL_2024
ABRIL,5,18,VILLA DE VALLECAS ,13.436,10.296,98.52,122.252,132.624,0.0,0.0,12.424,50.144,195.192,625.0,94.0,101.0,72.0,0.0,255.0,13.0,170.0,1.219,333.4,2024,ABRIL_2024
ABRIL,5,14,MORATALAZ,8.101,3.861,60.195,72.157,105.984,0.0,0.0,6.909,31.929,144.822,453.0,81.0,19.0,45.0,0.0,203.0,9.0,151.0,1.582,412.1,2024,ABRIL_2024
ABRIL,5,19,VICÁLVARO,6.734,2.574,40.13,49.438,70.656,0.0,0.0,4.756,21.286,96.698,516.0,115.0,30.0,61.0,0.0,261.0,4.0,153.0,1.21,360.4,2024,ABRIL_2024
ABRIL,6,11,CARABANCHEL,8.395,10.742,214.553,233.69,154.886,0.0,50.0,23.695,42.307,220.938,1.438,346.0,44.0,110.0,0.0,558.0,52.0,486.0,5.251,663.8,2024,ABRIL_2024
ABRIL,6,12,USERA,7.929,10.146,202.633,220.708,146.282,0.0,48.0,22.379,39.957,208.666,910.0,278.0,48.0,76.0,0.0,344.0,60.0,436.0,3.723,383.1,2024,ABRIL_2024
ABRIL,6,17,VILLAVERDE,6.996,8.952,178.794,194.742,129.072,0.0,42.0,19.746,35.256,184.116,1.14,360.0,56.0,88.0,0.0,452.0,52.0,261.0,2.898,449.1,2024,ABRIL_2024
MAYO,1,1,CENTRO ,40.925,18.26,3.775,62.96,637.64,0.0,9.7,17.125,27.8,692.265,953.0,1.581,102.0,71.0,0.0,828.0,72.0,745.0,4.513,833.1,2024,MAYO_2024
MAYO,1,6,TETUÁN,33.52,22.35,55.87,111.74,448.24,0.0,160.0,1.429,0.0,449.829,604.0,333.0,111.0,202.0,0.0,442.0,62.0,262.0,1.275,514.4,2024,MAYO_2024
MAYO,1,7,CHAMBERÍ,44.26,3.6,4.62,52.48,315.84,0.0,420.0,2.34,0.0,318.6,497.0,271.0,51.0,173.0,0.0,470.0,62.0,154.0,580.0,411.7,2024,MAYO_2024
MAYO,2,2,ARGANZUELA,1.84,9.46,62.92,74.22,281.18,11.18,1.04,3.4,0.0,296.8,835.0,126.0,11.0,105.0,0.0,313.0,43.0,236.0,2.284,409.9,2024,MAYO_2024
MAYO,2,3,RETIRO,27.696,13.848,4.616,46.16,205.84,0.0,580.0,7.94,0.0,214.36,517.0,356.0,15.0,68.0,0.0,236.0,49.0,202.0,1.233,365.5,2024,MAYO_2024
MAYO,2,4,SALAMANCA,13.09,13.235,4.975,31.3,389.21,0.0,620.0,2.38,18.58,410.79,664.0,518.0,5.0,92.0,1.0,352.0,61.0,140.0,1.246,423.1,2024,MAYO_2024
MAYO,2,5,CHAMARTÍN,34.56,18.26,5.44,58.26,248.26,7.28,340.0,22.975,65.49,344.345,757.0,272.0,0.0,102.0,0.0,497.0,42.0,158.0,1.15,461.6,2024,MAYO_2024
MAYO,3,8,FUENCARRAL,54.34,48.86,95.34,198.54,355.2,69.5,0.0,37.74,8.24,470.68,1.45,142.0,83.0,95.0,0.0,561.0,62.0,324.0,3.963,442.9,2024,MAYO_2024
MAYO,3,9,MONCLOA,12.5,13.12,41.48,67.1,13.18,43.76,0.0,3.32,0.0,60.26,1.133,170.0,81.0,81.0,0.0,550.0,62.0,167.0,1.168,255.3,2024,MAYO_2024
MAYO,3,10,LATINA,111.76,19.4,129.02,260.18,176.84,37.18,560.0,4.1,0.0,218.68,1.185,147.0,32.0,84.0,0.0,426.0,62.0,470.0,6.045,450.1,2024,MAYO_2024
MAYO,4,15,CIUDAD LINEAL,48.613,23.276,83.484,155.373,242.488,945.0,143.0,31.755,70.938,346.269,1.122,516.0,4.0,81.0,0.0,565.0,0.0,210.0,1.435,628.4,2024,MAYO_2024
